"N"	"Accession"	"Gene_Symbol"	"Protein_Name"
"589"	244	"IPI:IPI00374076.3"	"C20orf142"	"Uncharacterized protein C20orf142 precursor"
"590"	245	"IPI:IPI00647486.1"	"CASP7"	"Caspase 7, apoptosis-related cysteine peptidase"
"591"	245	"IPI:IPI00221307.1"	"CASP7"	"Isoform Alpha of Caspase-7 precursor"
"592"	245	"IPI:IPI00216675.1"	"CASP7"	"Isoform Alpha' of Caspase-7 precursor"
"593"	246	"IPI:IPI00382710.1"	"-"	"Sorbin polypeptide"
"594"	247	"IPI:IPI00413822.3"	"GIT2"	"Isoform 11 of ARF GTPase-activating protein GIT2"
"595"	247	"IPI:IPI00413167.2"	"GIT2"	"Isoform 6 of ARF GTPase-activating protein GIT2"
"596"	247	"IPI:IPI00376496.1"	"GIT2"	"Isoform 10 of ARF GTPase-activating protein GIT2"
"597"	247	"IPI:IPI00238218.3"	"GIT2"	"Isoform 1 of ARF GTPase-activating protein GIT2"
"598"	247	"IPI:IPI00216997.1"	"GIT2"	"Isoform 8 of ARF GTPase-activating protein GIT2"
"599"	247	"IPI:IPI00216996.1"	"GIT2"	"Isoform 7 of ARF GTPase-activating protein GIT2"
"600"	247	"IPI:IPI00216994.1"	"GIT2"	"Isoform 5 of ARF GTPase-activating protein GIT2"
"601"	247	"IPI:IPI00216993.1"	"GIT2"	"Isoform 4 of ARF GTPase-activating protein GIT2"
"602"	247	"IPI:IPI00216991.1"	"GIT2"	"Isoform 3 of ARF GTPase-activating protein GIT2"
"603"	248	"IPI:IPI00177820.3"	"SLC14A2"	"Urea transporter, kidney"
"604"	249	"IPI:IPI00853121.1"	"TTLL3"	"18 kDa protein"
"605"	249	"IPI:IPI00853056.1"	"TTLL3"	"18 kDa protein"
"606"	250	"IPI:IPI00816409.1"	"-"	"V<gamma>1 protein (Fragment)"
"607"	251	"IPI:IPI00019471.1"	"IRS1"	"Insulin receptor substrate 1"
"608"	252	"IPI:IPI00642425.1"	"ICAM1"	"Cell surface glycoprotein"
"609"	252	"IPI:IPI00008494.4"	"ICAM1"	"Intercellular adhesion molecule 1 precursor"
"610"	253	"IPI:IPI00152399.1"	"C7orf38"	"Uncharacterized protein C7orf38"
"611"	254	"IPI:IPI00016868.3"	"TELO2"	"TEL2, telomere maintenance 2, homolog"
"612"	255	"IPI:IPI00152380.3"	"MYO15A"	"Myosin-XV"
"613"	256	"IPI:IPI00020153.3"	"BSN"	"Protein bassoon"
"614"	257	"IPI:IPI00783577.1"	"APBB1"	"Isoform 2 of Amyloid beta A4 precursor protein-binding family B member 1"
"615"	257	"IPI:IPI00383108.3"	"APBB1"	"Adaptor protein FE65a2 (Fragment)"
"616"	257	"IPI:IPI00010843.3"	"APBB1"	"Isoform 1 of Amyloid beta A4 precursor protein-binding family B member 1"
"617"	258	"IPI:IPI00747208.1"	"PIWIL1"	"Isoform 2 of Piwi-like protein 1"
"618"	258	"IPI:IPI00290933.3"	"PIWIL1"	"Isoform 1 of Piwi-like protein 1"
"619"	259	"IPI:IPI00740890.2"	"-"	"similar to jumonji domain containing 2D"
"620"	259	"IPI:IPI00399328.5"	"LOC390245"	"similar to jumonji domain containing 2D"
"621"	260	"IPI:IPI00869136.1"	"PCNXL3"	"pecanex-like 3"
"622"	261	"IPI:IPI00386324.1"	"GPR142"	"Seven transmembrane helix receptor"
"623"	262	"IPI:IPI00827871.2"	"ZFHX4"	"Isoform 2 of Zinc finger homeobox protein 4"
"624"	262	"IPI:IPI00328754.6"	"ZFHX4"	"zinc finger homeodomain 4"
"625"	263	"IPI:IPI00004416.1"	"CHMP2A"	"Charged multivesicular body protein 2a"
"626"	264	"IPI:IPI00023020.1"	"SEMG1"	"Isoform 1 of Semenogelin-1 precursor"
"627"	265	"IPI:IPI00398418.3"	"-"	"84 kDa protein"
"628"	266	"IPI:IPI00736860.2"	"ELK2P1"	"ELK2, member of ETS oncogene family, pseudogene 1"
"629"	267	"IPI:IPI00300371.5"	"SF3B3"	"Isoform 1 of Splicing factor 3B subunit 3"
"630"	268	"IPI:IPI00747189.2"	"LOC728317"	"similar to melanoma associated antigen (mutated) 1-like 1"
"631"	269	"IPI:IPI00306129.2"	"TG"	"Isoform 1 of Thyroglobulin precursor"
"632"	270	"IPI:IPI00019755.3"	"GSTO1"	"Glutathione transferase omega-1"
"633"	271	"IPI:IPI00444012.2"	"MYO16"	"Isoform 1 of Myosin-XVI"
"634"	272	"IPI:IPI00749005.2"	"SYNE1"	"1011 kDa protein"
"635"	272	"IPI:IPI00386444.2"	"SYNE1"	"Isoform 1 of Nesprin-1"
"636"	272	"IPI:IPI00247295.3"	"SYNE1"	"Isoform 4 of Nesprin-1"
"637"	273	"IPI:IPI00290032.1"	"TRPM7"	"Transient receptor potential cation channel subfamily M member 7"
"638"	274	"IPI:IPI00847618.1"	"SHANK3"	"Isoform 1 of SH3 and multiple ankyrin repeat domains protein 3"
"639"	275	"IPI:IPI00220995.1"	"PARP2"	"Isoform 2 of Poly [ADP-ribose] polymerase 2"
"640"	276	"IPI:IPI00009328.4"	"EIF4A3"	"Eukaryotic initiation factor 4A-III"
"641"	277	"IPI:IPI00001790.5"	"KIAA1450"	"hypothetical protein LOC57600"
"642"	278	"IPI:IPI00418931.1"	"FLJ45139"	"CDNA FLJ45139 fis, clone BRAWH3039623"
