"N"	"Accession"	"Gene_Symbol"	"Protein_Name"
"592"	256	"IPI:IPI00646732.2"	"TMTC4"	"Isoform 1 of Transmembrane and TPR repeat-containing protein 4"
"593"	256	"IPI:IPI00514153.3"	"TMTC4"	"transmembrane and tetratricopeptide repeat containing 4 isoform 1"
"594"	257	"IPI:IPI00792611.2"	"KIAA0802"	"Isoform 1 of Uncharacterized protein KIAA0802"
"595"	258	"IPI:IPI00844523.1"	"MICALCL"	"Isoform 1 of MICAL C-terminal-like protein"
"596"	258	"IPI:IPI00844270.1"	"MICALCL"	"Isoform 3 of MICAL C-terminal-like protein"
"597"	258	"IPI:IPI00816344.2"	"MICALCL"	"Isoform 2 of MICAL C-terminal-like protein"
"598"	259	"IPI:IPI00843995.1"	"AGBL3"	"Isoform 1 of Cytosolic carboxypeptidase 3"
"599"	260	"IPI:IPI00028083.1"	"EIF2B2"	"Translation initiation factor eIF-2B subunit beta"
"600"	261	"IPI:IPI00028122.1"	"PSIP1"	"Isoform 1 of PC4 and SFRS1-interacting protein"
"601"	262	"IPI:IPI00853448.1"	"RBM39"	"Uncharacterized protein RBM39"
"602"	262	"IPI:IPI00328524.1"	"DKFZp451M2119"	"Putative uncharacterized protein DKFZp451M2119"
